----------------------------------------
Begin PBS Prologue Fri Jan  6 15:48:18 EST 2017 1483735698
Job ID:		75657642.gm-1r16-n04.guillimin.clumeq.ca
Username:	akashi
Group:		rck-371-01
Nodes:		aw-4r13-n28
End PBS Prologue Fri Jan  6 15:48:18 EST 2017 1483735698
----------------------------------------
Unsteady: 10000 1 0 0 vanleer 0.2 0.2 1
Euler1d: Using Van Leer numerical flux.
Euler1d: No slope reconstruction to be used.
MUSCLReconstruction: Using Van Albada limiter
Euler1d: Using MUSCL face reconstruction.
Euler1dExplicit: Using 1-stage TVD RK scheme; loaded coefficients.
Euler1dExplicit: run(): Step 3240 - Time = 0.0424695
Euler1dExplicit: run(): Step 3250 - Time = 0.0426005
Euler1dExplicit: run(): Step 3260 - Time = 0.0427314
Euler1dExplicit: run(): Step 3270 - Time = 0.0428624
Euler1dExplicit: run(): Step 3280 - Time = 0.0429934
Euler1dExplicit: run(): Step 3290 - Time = 0.0431244
Euler1dExplicit: run(): Step 3300 - Time = 0.0432554
Euler1dExplicit: run(): Step 3310 - Time = 0.0433864
Euler1dExplicit: run(): Step 3320 - Time = 0.0435174
Euler1dExplicit: run(): Step 3330 - Time = 0.0436484
Euler1dExplicit: run(): Step 3340 - Time = 0.0437794
Euler1dExplicit: run(): Step 3350 - Time = 0.0439104
Euler1dExplicit: run(): Step 3360 - Time = 0.0440414
Euler1dExplicit: run(): Step 3370 - Time = 0.0441724
Euler1dExplicit: run(): Step 3380 - Time = 0.0443034
Euler1dExplicit: run(): Step 3390 - Time = 0.0444344
Euler1dExplicit: run(): Step 3400 - Time = 0.0445654
Euler1dExplicit: run(): Step 3410 - Time = 0.0446964
Euler1dExplicit: run(): Step 3420 - Time = 0.0448274
Euler1dExplicit: run(): Step 3430 - Time = 0.0449584
Euler1dExplicit: run(): Step 3440 - Time = 0.0450894
Euler1dExplicit: run(): Step 3450 - Time = 0.0452204
Euler1dExplicit: run(): Step 3460 - Time = 0.0453514
Euler1dExplicit: run(): Step 3470 - Time = 0.0454823
Euler1dExplicit: run(): Step 3480 - Time = 0.0456133
Euler1dExplicit: run(): Step 3490 - Time = 0.0457443
Euler1dExplicit: run(): Step 3500 - Time = 0.0458753
Euler1dExplicit: run(): Step 3510 - Time = 0.0460063
Euler1dExplicit: run(): Step 3520 - Time = 0.0461373
Euler1dExplicit: run(): Step 3530 - Time = 0.0462683
Euler1dExplicit: run(): Step 3540 - Time = 0.0463993
Euler1dExplicit: run(): Step 3550 - Time = 0.0465303
Euler1dExplicit: run(): Step 3560 - Time = 0.0466613
Euler1dExplicit: run(): Step 3570 - Time = 0.0467923
Euler1dExplicit: run(): Step 3580 - Time = 0.0469233
Euler1dExplicit: run(): Step 3590 - Time = 0.0470543
Euler1dExplicit: run(): Step 3600 - Time = 0.0471853
Euler1dExplicit: run(): Step 3610 - Time = 0.0473163
Euler1dExplicit: run(): Step 3620 - Time = 0.0474473
Euler1dExplicit: run(): Step 3630 - Time = 0.0475783
Euler1dExplicit: run(): Step 3640 - Time = 0.0477093
Euler1dExplicit: run(): Step 3650 - Time = 0.0478403
Euler1dExplicit: run(): Step 3660 - Time = 0.0479713
Euler1dExplicit: run(): Step 3670 - Time = 0.0481023
Euler1dExplicit: run(): Step 3680 - Time = 0.0482333
Euler1dExplicit: run(): Step 3690 - Time = 0.0483642
Euler1dExplicit: run(): Step 3700 - Time = 0.0484952
Euler1dExplicit: run(): Step 3710 - Time = 0.0486262
Euler1dExplicit: run(): Step 3720 - Time = 0.0487572
Euler1dExplicit: run(): Step 3730 - Time = 0.0488882
Euler1dExplicit: run(): Step 3740 - Time = 0.0490192
Euler1dExplicit: run(): Step 3750 - Time = 0.0491502
Euler1dExplicit: run(): Step 3760 - Time = 0.0492812
Euler1dExplicit: run(): Step 3770 - Time = 0.0494122
Euler1dExplicit: run(): Step 3780 - Time = 0.0495432
Euler1dExplicit: run(): Step 3790 - Time = 0.0496742
Euler1dExplicit: run(): Step 3800 - Time = 0.0498052
Euler1dExplicit: run(): Step 3810 - Time = 0.0499362
Euler1dExplicit: run(): Step 3820 - Time = 0.0500672
Euler1dExplicit: run(): Step 3830 - Time = 0.0501982
Euler1dExplicit: run(): Step 3840 - Time = 0.0503292
Euler1dExplicit: run(): Step 3850 - Time = 0.0504602
Euler1dExplicit: run(): Step 3860 - Time = 0.0505912
Euler1dExplicit: run(): Step 3870 - Time = 0.0507222
Euler1dExplicit: run(): Step 3880 - Time = 0.0508532
Euler1dExplicit: run(): Step 3890 - Time = 0.0509842
Euler1dExplicit: run(): Step 3900 - Time = 0.0511151
Euler1dExplicit: run(): Step 3910 - Time = 0.0512461
Euler1dExplicit: run(): Step 3920 - Time = 0.0513771
Euler1dExplicit: run(): Step 3930 - Time = 0.0515081
Euler1dExplicit: run(): Step 3940 - Time = 0.0516391
Euler1dExplicit: run(): Step 3950 - Time = 0.0517701
Euler1dExplicit: run(): Step 3960 - Time = 0.0519011
Euler1dExplicit: run(): Step 3970 - Time = 0.0520321
Euler1dExplicit: run(): Step 3980 - Time = 0.0521631
Euler1dExplicit: run(): Step 3990 - Time = 0.0522941
Euler1dExplicit: run(): Step 4000 - Time = 0.0524251
Euler1dExplicit: run(): Step 4010 - Time = 0.0525561
Euler1dExplicit: run(): Step 4020 - Time = 0.0526871
Euler1dExplicit: run(): Step 4030 - Time = 0.0528181
Euler1dExplicit: run(): Step 4040 - Time = 0.0529491
Euler1dExplicit: run(): Step 4050 - Time = 0.0530801
Euler1dExplicit: run(): Step 4060 - Time = 0.0532111
Euler1dExplicit: run(): Step 4070 - Time = 0.0533421
Euler1dExplicit: run(): Step 4080 - Time = 0.0534731
Euler1dExplicit: run(): Step 4090 - Time = 0.0536041
Euler1dExplicit: run(): Step 4100 - Time = 0.0537351
Euler1dExplicit: run(): Step 4110 - Time = 0.0538661
Euler1dExplicit: run(): Step 4120 - Time = 0.053997
Euler1dExplicit: run(): Step 4130 - Time = 0.054128
Euler1dExplicit: run(): Step 4140 - Time = 0.054259
Euler1dExplicit: run(): Step 4150 - Time = 0.05439
Euler1dExplicit: run(): Step 4160 - Time = 0.054521
Euler1dExplicit: run(): Step 4170 - Time = 0.054652
Euler1dExplicit: run(): Step 4180 - Time = 0.054783
Euler1dExplicit: run(): Step 4190 - Time = 0.054914
Euler1dExplicit: run(): Step 4200 - Time = 0.055045
Euler1dExplicit: run(): Step 4210 - Time = 0.055176
Euler1dExplicit: run(): Step 4220 - Time = 0.055307
Euler1dExplicit: run(): Step 4230 - Time = 0.055438
Euler1dExplicit: run(): Step 4240 - Time = 0.055569
Euler1dExplicit: run(): Step 4250 - Time = 0.0557
Euler1dExplicit: run(): Step 4260 - Time = 0.055831
Euler1dExplicit: run(): Step 4270 - Time = 0.055962
Euler1dExplicit: run(): Step 4280 - Time = 0.056093
Euler1dExplicit: run(): Step 4290 - Time = 0.056224
Euler1dExplicit: run(): Step 4300 - Time = 0.056355
Euler1dExplicit: run(): Step 4310 - Time = 0.056486
Euler1dExplicit: run(): Step 4320 - Time = 0.056617
Euler1dExplicit: run(): Step 4330 - Time = 0.056748
Euler1dExplicit: run(): Step 4340 - Time = 0.0568789
Euler1dExplicit: run(): Step 4350 - Time = 0.0570099
Euler1dExplicit: run(): Step 4360 - Time = 0.0571409
Euler1dExplicit: run(): Step 4370 - Time = 0.0572719
Euler1dExplicit: run(): Step 4380 - Time = 0.0574029
Euler1dExplicit: run(): Step 4390 - Time = 0.0575339
Euler1dExplicit: run(): Step 4400 - Time = 0.0576649
Euler1dExplicit: run(): Step 4410 - Time = 0.0577959
Euler1dExplicit: run(): Step 4420 - Time = 0.0579269
Euler1dExplicit: run(): Step 4430 - Time = 0.0580579
Euler1dExplicit: run(): Step 4440 - Time = 0.0581889
Euler1dExplicit: run(): Step 4450 - Time = 0.0583199
Euler1dExplicit: run(): Step 4460 - Time = 0.0584509
Euler1dExplicit: run(): Step 4470 - Time = 0.0585819
Euler1dExplicit: run(): Step 4480 - Time = 0.0587129
Euler1dExplicit: run(): Step 4490 - Time = 0.0588439
Euler1dExplicit: run(): Step 4500 - Time = 0.0589749
